着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),race_id
1,7,14,シュバルツガイスト,牡3,56,武豊,1:12.6,,**,,,,,5-5,38.1,1.8,1,486(-4),,,,[東]国枝栄,インゼルレーシング,550.0,202306010101
2,3,5,ジェイケイファイン,牡3,56,内田博幸,1:12.9,1.3/4,**,,,,,4-3,38.9,7.4,3,472(-8),,,,[東]奥平雅士,小谷野次郎,220.0,202306010101
3,1,1,レディアス,牝3,54,津村明秀,1:12.9,クビ,**,,,,,10-7,37.7,36.1,6,428(+6),,,,[東]鈴木慎太,中山栄一,140.0,202306010101
4,8,15,ハローマイラブリー,牝3,54,三浦皇成,1:13.4,3,**,,,,,1-1,39.7,4.2,2,536(0),,,,[東]伊坂重信,平賀久枝,83.0,202306010101
5,5,9,ベアカワイコチャン,牝3,54,松岡正海,1:13.9,3,**,,,,,2-2,40.1,7.9,4,478(+10),,,,[東]杉浦宏昭,熊木浩,55.0,202306010101
6,1,2,ラディーヴァ,牝3,52,原優介,1:14.0,1/2,**,,,,,6-6,39.3,255.6,13,456(-2),,,,[東]武市康男,小林竜太郎,,202306010101
7,6,12,メルティーショコラ,牝3,54,武藤雅,1:14.0,クビ,**,,,,,2-3,40.1,58.8,7,470(+14),,,,[東]武藤善則,明栄商事,,202306010101
8,8,16,ニシノスイセイ,牡3,56,野中悠太,1:14.1,1/2,**,,,,,11-11,38.4,137.1,11,468(+6),,,,[東]青木孝文,西山茂行,,202306010101
9,7,13,タッカーカムカム,牝3,52,山田敬士,1:14.2,クビ,**,,,,,12-11,38.4,322.0,14,426(-2),,,,[東]鈴木伸尋,小松崎孝,,202306010101
10,3,6,ペイシャコリン,牝3,52,小林凌大,1:14.4,1.1/2,**,,,,,9-9,39.4,86.0,10,454(-10),,,,[東]伊藤伸一,北所直人,,202306010101
11,6,11,オメガキャプテン,牡3,56,横山和生,1:14.7,1.1/2,**,,,,,6-7,40.1,10.7,5,474(+16),,,,[東]大和田成,原禮子,,202306010101
12,4,8,デルマウッチャリ,牝3,54,的場勇人,1:14.9,1.1/2,**,,,,,14-14,38.8,391.7,16,406(+8),,,,[東]的場均,浅沼廣幸,,202306010101
13,2,3,シティオブヨーク,牡3,56,木幡巧也,1:15.0,1/2,**,,,,,15-14,38.7,83.1,9,464(+12),,,,[東]鈴木慎太,田頭勇貴,,202306010101
14,4,7,マリノルルワ,牝3,51,土田真翔,1:15.1,1/2,**,,,,,13-13,39.1,208.6,12,398(+8),,,,[東]尾形和幸,矢野雅子,,202306010101
15,2,4,エーデルシュタイン,牝3,54,大野拓弥,1:16.1,6,**,,,,,15-16,39.7,348.9,15,392(0),,,,[東]浅野洋一,田頭勇貴,,202306010101
16,5,10,コノハナミカミ,牝3,54,丸田恭介,1:17.2,7,**,,,,,8-10,42.4,63.3,8,422(+10),,,,[東]上原博之,自由が丘サラブレッド倶楽部,,202306010101
1,4,8,プレミアペガサス,牡3,56,バシュロ,1:55.3,,**,,,,,4-3-3-5,38.3,13.8,5,510(-2),,,,[東]田中博康,鈴木剛史,550.0,202306010102
2,4,7,ジェントルタッチ,牡3,56,黛弘人,1:55.5,1.1/2,**,,,,,1-1-1-1,38.9,13.3,4,512(+2),,,,[東]武井亮,フィールドレーシング,220.0,202306010102
3,7,13,ニシノファンフェア,牡3,56,内田博幸,1:55.7,1,**,,,,,9-9-7-7,38.3,16.3,6,482(+2),,,,[東]和田勇介,西山茂行,140.0,202306010102
4,1,2,ピックアップライン,牡3,56,武士沢友,1:56.0,2,**,,,,,4-3-3-3,39.0,58.8,11,514(+6),,,,[東]田中剛,社台レースホース,83.0,202306010102
5,2,3,コレクテイニア,牡3,56,吉田豊,1:56.4,2,**,,,,,13-13-10-9,38.8,5.0,3,478(+10),,,,[東]戸田博文,Ｇ１レーシング,55.0,202306010102
6,8,15,コスモメイゲツ,牡3,56,丹内祐次,1:56.4,ハナ,**,,,,,7-6-7-7,39.1,53.6,10,462(0),,,,[東]中野栄治,ビッグレッドファーム,,202306010102
7,5,10,パーティーキング,牡3,56,木幡巧也,1:56.5,1/2,**,,,,,14-14-11-12,38.6,51.6,9,474(+2),,,,[東]岩戸孝樹,田頭勇貴,,202306010102
8,6,11,アフタヌーンドレス,牝3,54,田辺裕信,1:56.8,2,**,,,,,2-2-2-2,40.0,3.2,2,502(-10),,,,[東]栗田徹,ゴドルフィン,,202306010102
9,8,16,バンクサイド,牡3,56,木幡初也,1:56.9,1/2,**,,,,,7-8-9-9,39.4,226.2,15,508(+2),,,,[東]竹内正洋,永田博之,,202306010102
10,3,6,エイチエヌバンピー,牡3,54,藤田菜七,1:57.1,1,**,,,,,11-11-11-11,39.3,80.3,13,448(+10),,,,[東]小桧山悟,鳴田啓志,,202306010102
11,6,12,フクノブルジュ,牡3,56,菊沢一樹,1:57.1,アタマ,**,,,,,2-3-3-3,40.2,2.7,1,446(-8),,,,[東]竹内正洋,福島祐子,,202306010102
12,7,14,インテンスシチー,牡3,56,柴田大知,1:57.2,クビ,**,,,,,6-6-6-5,40.1,31.9,8,492(+4),,,,[東]和田雄二,友駿ホースクラブ,,202306010102
13,1,1,ツカサレヴズ,牡3,55,永野猛蔵,1:57.6,2.1/2,**,,,,,9-9-11-12,39.8,79.4,12,472(+12),,,,[東]田島俊明,小泉禎剛,,202306010102
14,3,5,タイムトラベラー,牡3,56,斎藤新,1:58.8,7,**,,,,,11-11-14-15,40.4,216.9,14,476(+34),,,,[東]佐藤吉勝,田頭勇貴,,202306010102
15,2,4,ヴィナクローナ,牡3,56,石橋脩,1:59.1,1.3/4,**,,,,,14-14-14-14,40.8,23.8,7,468(+4),,,,[東]武市康男,社台レースホース,,202306010102
16,5,9,マイプリンセス,牝3,52,山田敬士,1:59.1,クビ,**,,,,,16-16-16-16,40.4,420.9,16,472(-2),,,,[東]松永康利,大倉佑介,,202306010102
1,8,16,フェブルウス,牡3,56,木幡巧也,1:57.1,,**,,,,,6-5-5-5,40.4,15.9,7,464(0),,,,[東]上原博之,Ｇ１レーシング,620.0,202306010103
2,5,9,ルルシュシュ,牝3,54,丸山元気,1:57.5,2.1/2,**,,,,,4-4-3-3,41.0,36.7,10,490(0),,,,[東]金成貴史,Ｇリビエール・レーシング,250.0,202306010103
3,1,2,トウショウリッジ,牡3,56,岩部純二,1:57.6,1/2,**,,,,,1-1-1-1,41.4,16.0,8,490(0),,,,[東]萱野浩二,トウショウ産業,160.0,202306010103
4,3,6,デスティノ,牡3,56,戸崎圭太,1:57.7,クビ,**,,,,,2-2-2-2,41.4,11.5,6,544(0),,,,[東]田島俊明,Ｇリビエール・レーシング,93.0,202306010103
5,4,7,ルトラセ,セ3,56,丹内祐次,1:58.3,3.1/2,**,,,,,13-13-13-9,40.5,60.8,12,542(0),,,,[東]池上昌和,Ｇ１レーシング,62.0,202306010103
6,3,5,セントアイヴス,牡3,56,吉田豊,1:58.3,ハナ,**,,,,,12-11-11-11,40.9,22.3,9,500(0),,,,[東]中舘英二,広尾レース,,202306010103
7,2,3,クリムゾンレッド,牡3,56,宮崎北斗,1:58.4,1/2,**,,,,,9-9-8-7,41.2,45.9,11,518(0),,,,[東]中川公成,山上和良,,202306010103
8,8,15,セイウンデイスター,牡3,56,野中悠太,1:58.9,3,**,,,,,11-11-11-11,41.5,93.5,13,458(0),,,,[東]萱野浩二,西山茂行,,202306010103
9,2,4,ビートポップ,牝3,53,永野猛蔵,1:59.3,2.1/2,**,,,,,5-5-8-11,42.2,10.0,4,490(0),,,,[東]堀内岳志,吉田千津,,202306010103
10,4,8,サウザンサニー,牡3,56,菊沢一樹,1:59.5,1,**,,,,,2-3-3-4,43.1,10.6,5,510(0),,,,[東]岩戸孝樹,千明牧場,,202306010103
11,5,10,グランデアマポーラ,牝3,54,三浦皇成,2:00.0,3,**,,,,,9-9-8-9,42.8,4.0,2,504(0),,,,[東]鹿戸雄一,社台レースホース,,202306010103
12,1,1,デュメイカズマ,牡3,56,横山武史,2:00.5,3,**,,,,,6-7-6-6,43.6,4.0,1,464(0),,,,[西]安田隆行,雅苑興業,,202306010103
13,6,12,ビッグアメリカン,牡3,53,西塚洸二,2:00.7,1,**,,,,,14-14-14-14,42.7,98.8,14,574(0),,,,[東]高橋文雅,鈴木康弘,,202306010103
14,6,11,メインボード,牡3,54,小林凌大,2:02.0,8,**,,,,,14-14-15-15,43.4,167.3,15,500(0),,,,[東]天間昭一,栗嶋豊明,,202306010103
15,7,14,ヤマニンビロー,セ3,56,伊藤工真,2:11.5,大,**,,,,,16-16-16-16,47.0,222.6,16,534(0),,,,[東]田島俊明,土井肇,,202306010103
中,7,13,アドマイヤゾネ,牡3,56,Ｍ．デム,,,**,,,,,8-7-6-7,,4.7,3,466(0),,,,[東]加藤征弘,近藤旬子,,202306010103
1,4,7,サトノアレックス,セ6,58,菊沢一樹,1:55.3,,**,,,,,15-13-10-8,39.0,15.9,7,500(+4),,,,[東]古賀慎明,里見治,800.0,202306010104
2,7,13,タイセイマーベル,牡5,58,Ｍ．デム,1:55.9,3.1/2,**,,,,,7-7-6-6,39.9,9.4,5,508(+20),,,,[東]池上昌和,田中成奉,320.0,202306010104
3,1,1,サトノギベオン,牡4,57,武豊,1:55.9,クビ,**,,,,,16-16-12-11,39.3,3.7,1,526(-2),,,,[東]戸田博文,里見治,200.0,202306010104
4,8,16,ネオヒューズ,牡5,56,小林凌大,1:56.0,アタマ,**,,,,,13-15-15-14,39.0,47.8,9,522(+8),,,,[東]小西一男,西田俊二,120.0,202306010104
5,7,14,ディープグラビティ,牡4,57,横山武史,1:56.0,アタマ,**,,,,,4-3-4-4,40.3,7.5,4,468(0),,,,[東]菊沢隆徳,社台レースホース,80.0,202306010104
6,6,12,アウグスト,牡4,57,斎藤新,1:56.1,1/2,**,,,,,3-3-2-2,40.6,4.6,3,520(+10),,,,[東]斎藤誠,ＧＥＴＮＥＸＴ,,202306010104
7,2,3,ダンディジャック,牡4,54,西塚洸二,1:56.3,1.1/2,**,,,,,7-8-8-8,40.2,16.9,8,506(+18),,,,[東]佐藤吉勝,サンコウ牧場,,202306010104
8,8,15,アイファーグローブ,牡4,56,秋山稔樹,1:56.4,1/2,**,,,,,5-5-4-4,40.6,270.9,15,482(+12),,,,[東]蛯名利弘,中島稔,,202306010104
9,3,5,マサカウマザンマイ,牡5,56,原優介,1:56.5,1/2,**,,,,,9-9-9-10,40.3,139.6,13,496(+8),,,,[東]青木孝文,鈴木慈雄,,202306010104
10,2,4,リゼレインボー,牡4,57,石橋脩,1:56.9,2.1/2,**,,,,,1-1-1-1,41.6,54.8,10,486(+2),,,,[東]松山将樹,飯田訓大,,202306010104
11,4,8,マイネルサハラ,牡4,57,戸崎圭太,1:57.2,1.1/2,**,,,,,2-2-2-2,41.8,3.9,2,482(+6),,,,[東]和田雄二,サラブレッドクラブ・ラフィアン,,202306010104
12,3,6,キタノポケット,牝6,54,小林脩斗,1:57.3,1/2,**,,,,,13-13-12-11,40.6,219.3,14,424(+4),,,,[東]粕谷昌央,北所直人,,202306010104
13,5,10,アーバンデザイン,牡4,57,丹内祐次,1:57.3,クビ,**,,,,,6-6-6-6,41.4,13.2,6,532(+12),,,,[東]和田雄二,社台レースホース,,202306010104
14,1,2,ニシノムネヲウツ,牡4,57,野中悠太,1:57.7,2,**,,,,,9-10-14-15,40.8,71.1,11,506(0),,,,[東]上原博之,西山茂行,,202306010104
15,6,11,トラストドーベル,牝5,56,吉田豊,1:57.8,1/2,**,,,,,12-11-10-11,41.4,124.7,12,510(+22),,,,[東]高橋文雅,菅波雅巳,,202306010104
16,5,9,ヴィグルズマン,セ5,58,内田博幸,2:01.3,大,**,,,,,9-11-16-16,43.6,325.6,16,462(+12),,,,[東]萱野浩二,ＫＡＪＩＭＯＴＯホールディングス,,202306010104
1,1,1,メタルスピード,牡3,56,戸崎圭太,1:34.1,,**,,,,,6-5-3,35.3,6.9,4,510(+4),,,,[東]斎藤誠,ＨｉｍＲｏｃｋＲａｃｉｎｇホールディングス,550.0,202306010105
2,2,3,サルヴァトーレ,牡3,56,三浦皇成,1:34.1,アタマ,**,,,,,1-1-1,35.7,3.7,1,474(-2),,,,[東]和田正一,ノースヒルズ,220.0,202306010105
3,8,16,コントラポスト,牡3,56,田辺裕信,1:34.6,2.1/2,**,,,,,14-9-7,35.4,4.1,2,460(-10),,,,[東]菊沢隆徳,ライオンレースホース,140.0,202306010105
4,3,5,ウィンターダフネ,牝3,54,横山和生,1:34.8,1.1/2,**,,,,,6-5-5,36.0,7.3,5,476(-2),,,,[東]国枝栄,金子真人ホールディングス,83.0,202306010105
5,2,4,シルバーステラ,牝3,52,原優介,1:34.8,クビ,**,,,,,2-2-2,36.3,70.6,11,414(-6),,,,[東]武市康男,井山登,55.0,202306010105
6,8,15,コンスピキュアス,牡3,56,大野拓弥,1:34.9,1/2,**,,,,,11-11-10,35.6,25.2,8,456(+4),,,,[東]栗田徹,村野康司,,202306010105
7,4,8,コスモスプモーニ,牡3,56,丹内祐次,1:35.0,クビ,**,,,,,2-3-3,36.4,162.6,15,462(-2),,,,[東]松山将樹,ビッグレッドファーム,,202306010105
8,7,14,ニシノトレンディー,牝3,54,武豊,1:35.2,1.1/4,**,,,,,4-3-5,36.5,4.7,3,494(+4),,,,[東]小手川準,西山茂行,,202306010105
9,7,13,トクシーカイザー,牡3,56,菊沢一樹,1:35.2,アタマ,**,,,,,9-7-7,36.3,18.6,6,460(+2),,,,[東]小島茂之,ＡＩレーシング,,202306010105
10,3,6,コースタルタウン,牝3,53,永野猛蔵,1:35.4,1.1/4,**,,,,,12-13-12,35.9,222.6,16,416(+2),,,,[東]黒岩陽一,Ｇ１レーシング,,202306010105
11,1,2,ヒルズカーン,牡3,56,吉田豊,1:35.6,3/4,**,,,,,14-15-13,36.0,42.8,10,480(+4),,,,[東]松永康利,湯澤寛,,202306010105
12,5,10,ニシノカナン,牡3,56,勝浦正樹,1:35.7,1/2,**,,,,,9-9-7,36.6,79.4,13,506(+8),,,,[東]杉浦宏昭,西山茂行,,202306010105
13,4,7,ニシノスナイパー,牡3,56,武藤雅,1:36.2,3,**,,,,,16-16-15,36.0,72.5,12,464(+2),,,,[東]手塚貴久,西山茂行,,202306010105
14,6,12,ロマンスオーサー,牡3,56,バシュロ,1:36.4,1.1/2,**,,,,,12-12-13,37.0,31.3,9,496(+2),,,,[東]加藤征弘,ゴドルフィン,,202306010105
15,6,11,クリノリアルレディ,牝3,54,松岡正海,1:36.5,3/4,**,,,,,4-7-10,37.5,138.5,14,476(+2),,,,[東]伊藤伸一,栗本博晴,,202306010105
16,5,9,ソルエストレーラ,牝3,54,田中勝春,1:43.6,大,**,,,,,6-13-16,44.1,20.5,7,428(0),,,,[東]宗像義忠,ウエスト．フォレスト．ステイブル,,202306010105
1,5,5,アヴニールドブリエ,牡3,56,バシュロ,2:00.8,,**,,,,,8-8-4-2,35.8,4.0,2,510(+2),,,,[東]宮田敬介,シルクレーシング,780.0,202306010106
2,2,2,キミノナハマリア,牝3,54,鮫島良太,2:01.0,1.1/4,**,,,,,3-2-4-4,36.0,7.3,3,486(-4),,,,[西]千田輝彦,浦野和由,310.0,202306010106
3,7,7,ハウゼ,牡3,56,三浦皇成,2:01.0,クビ,**,,,,,2-2-2-1,36.2,7.5,4,510(+12),,,,[東]田中博康,ＣＨＥＶＡＬＡＴＴＡＣＨＥ,200.0,202306010106
4,7,8,イージーオンミー,牝3,54,石橋脩,2:01.2,3/4,**,,,,,5-5-4-5,36.2,48.0,8,428(-6),,,,[東]中舘英二,坂東牧場,120.0,202306010106
5,8,10,シリアルノヴェル,牡3,56,横山武史,2:01.4,1.1/2,**,,,,,5-5-4-5,36.3,8.2,5,476(+4),,,,[東]伊藤圭三,社台レースホース,78.0,202306010106
6,4,4,ビターグラッセ,牝3,54,田辺裕信,2:01.8,2.1/2,**,,,,,7-7-8-5,36.5,2.1,1,500(0),,,,[東]栗田徹,山口功一郎,,202306010106
7,1,1,トーセンウォルト,牡3,56,田中勝春,2:02.1,1.3/4,**,,,,,9-9-9-8,36.6,91.4,9,458(-4),,,,[東]小桧山悟,島川隆哉,,202306010106
8,3,3,マジカルワード,牝3,54,大野拓弥,2:02.1,クビ,**,,,,,1-1-1-2,37.4,27.3,7,452(-10),,,,[東]大竹正博,村野康司,,202306010106
9,8,9,ビップクロエ,牝3,54,戸崎圭太,2:05.9,大,**,,,,,3-2-2-8,41.0,13.5,6,452(-2),,,,[西]松下武士,鈴木邦英,,202306010106
取,6,6,マイネルモーント,牡3,56,Ｍ．デム,,,**,,,,,,,---,,計不,,,,[東]高木登,サラブレッドクラブ・ラフィアン,,202306010106
1,6,11,ブルーカルセドニー,牝5,56,Ｍ．デム,1:54.5,,**,,,,,8-9-9-11,39.0,18.0,8,452(+10),,,,[東]小野次郎,ＫＲジャパン,"1,140.0",202306010107
2,4,8,オレデイイノカ,牡5,58,内田博幸,1:54.5,ハナ,**,,,,,3-3-3-3,39.8,6.3,3,504(+6),,,,[東]古賀慎明,福島徳佑,460.0,202306010107
3,1,1,ローズボウル,牡5,58,石川裕紀,1:54.5,ハナ,**,,,,,13-12-14-14,38.5,19.6,9,518(+10),,,,[東]林徹,グリーンファーム,290.0,202306010107
4,3,5,ターニングアップ,牡5,58,杉原誠人,1:54.6,アタマ,**,,,,,2-2-2-2,40.1,23.4,11,486(+10),,,,[東]石毛善彦,ミルファーム,170.0,202306010107
5,4,7,ミヤビマドンナ,牝6,56,吉田豊,1:54.6,クビ,**,,,,,8-7-8-7,39.3,59.9,13,448(+6),,,,[東]中舘英二,村上義勝,114.0,202306010107
6,2,3,アイアムイチリュウ,牡6,58,バシュロ,1:54.6,ハナ,**,,,,,15-15-9-7,39.0,9.3,5,518(+4),,,,[東]奥平雅士,堀紘一,,202306010107
7,5,10,ジョイウイン,牡6,58,石橋脩,1:54.7,クビ,**,,,,,1-1-1-1,40.4,22.2,10,496(+4),,,,[東]牧光二,石瀬浩三,,202306010107
8,6,12,サクセスエース,牡5,58,戸崎圭太,1:54.7,クビ,**,,,,,4-3-4-4,39.8,8.4,4,490(-2),,,,[東]竹内正洋,ブルースターズファーム,,202306010107
9,8,15,スイートフィル,牝5,53,佐々木大,1:54.8,クビ,**,,,,,7-7-4-4,39.9,11.0,6,472(+4),,,,[東]菊川正達,シンボリ牧場,,202306010107
10,3,6,サラフィエル,牡4,57,菊沢一樹,1:54.8,クビ,**,,,,,10-9-9-11,39.2,5.6,2,452(+10),,,,[東]鈴木慎太,木部厳生,,202306010107
11,7,13,トーホウボルツ,牡5,58,野中悠太,1:54.9,1/2,**,,,,,10-11-13-11,39.2,111.7,15,488(+6),,,,[東]嘉藤貴行,東豊物産,,202306010107
12,1,2,サイモンルモンド,セ6,58,丸山元気,1:54.9,クビ,**,,,,,16-16-16-16,38.5,227.0,16,460(+6),,,,[東]小桧山悟,澤田昭紀,,202306010107
13,7,14,バルサミックムーン,セ6,56,小林脩斗,1:55.0,1/2,**,,,,,4-6-7-7,39.8,16.4,7,518(+20),,,,[東]武藤善則,高橋文男,,202306010107
14,5,9,プリンスミノル,牡4,57,田辺裕信,1:55.2,1,**,,,,,12-12-9-7,39.6,3.6,1,468(+8),,,,[東]中舘英二,吉岡實,,202306010107
15,8,16,アシタガアルサ,牡5,58,江田照男,1:55.5,2,**,,,,,13-14-14-14,39.4,72.0,14,480(+14),,,,[東]小笠倫弘,千葉正人,,202306010107
16,2,4,サバンナモンキー,牡4,55,横山琉人,1:56.1,3.1/2,**,,,,,4-3-4-6,41.1,39.3,12,470(+4),,,,[東]相沢郁,石瀬浩三,,202306010107
1,6,11,スズカコテキタイ,牡4,58,バシュロ,1:11.1,,**,,,,,8-6,36.7,3.0,1,502(+2),,,,[東]奥村武,永井啓弍,"1,140.0",202306010108
2,5,9,スマートラプター,牡4,58,武豊,1:11.3,1.1/4,**,,,,,2-2,37.5,4.1,2,514(0),,,,[西]西園正都,大川徹,460.0,202306010108
3,4,7,ミロワール,牝4,56,横山武史,1:11.4,クビ,**,,,,,1-1,37.8,4.3,3,438(+4),,,,[西]安田隆行,雅苑興業,290.0,202306010108
4,3,5,ブルースコード,牡5,56,小林凌大,1:11.7,2,**,,,,,3-3,37.7,32.7,7,490(+6),,,,[東]伊藤圭三,ビクトリーホースランチ,170.0,202306010108
5,8,15,サウスジェラート,牝5,56,三浦皇成,1:11.8,クビ,**,,,,,3-3,37.8,7.7,4,488(+2),,,,[東]伊坂重信,谷岡牧場,114.0,202306010108
6,3,4,ペガサスターボ,牡6,56,原優介,1:11.9,1,**,,,,,14-14,36.9,43.1,10,532(+22),,,,[東]勢司和浩,坪野谷和平,,202306010108
7,2,3,ポピュラーソング,牝6,56,丸山元気,1:12.0,クビ,**,,,,,10-9,37.5,224.3,14,452(+2),,,,[東]土田稔,酒井孝敏,,202306010108
8,4,6,テイルウインド,牡5,58,武藤雅,1:12.0,クビ,**,,,,,10-9,37.4,142.5,13,494(-10),,,,[東]武藤善則,高橋文男,,202306010108
9,5,8,ダイシンウィット,牡6,58,大野拓弥,1:12.0,ハナ,**,,,,,6-6,37.7,57.0,11,502(-10),,,,[東]小笠倫弘,大八木信行,,202306010108
10,8,14,マリーアミノル,牝5,54,小林脩斗,1:12.1,3/4,**,,,,,6-6,37.9,37.8,9,420(-2),,,,[東]中舘英二,吉岡實,,202306010108
11,2,2,コルニリア,牡6,58,杉原誠人,1:12.2,クビ,**,,,,,8-9,37.8,91.6,12,458(-2),,,,[東]大和田成,ミルファーム,,202306010108
12,6,10,フォックススリープ,セ5,58,内田博幸,1:12.4,1,**,,,,,12-12,37.6,10.9,5,470(0),,,,[東]武井亮,石瀬浩三,,202306010108
13,7,12,パクスジャポニカ,牡5,58,黛弘人,1:12.4,アタマ,**,,,,,14-15,37.3,314.2,15,490(+2),,,,[東]浅野洋一,田頭勇貴,,202306010108
14,7,13,ウメタロウ,牡8,58,丸田恭介,1:12.4,クビ,**,,,,,5-5,38.3,33.6,8,518(+4),,,,[東]伊藤大士,ミルファーム,,202306010108
15,1,1,セイウンシデン,牡4,57,永野猛蔵,1:12.6,3/4,**,,,,,12-12,37.7,11.7,6,518(+2),,,,[東]稲垣幸雄,西山茂行,,202306010108
1,7,9,ウィルソンテソーロ,牡4,57,戸崎圭太,1:52.3,,**,,,,,3-3-3-2,37.4,1.5,1,494(+8),,,,[東]田中博康,了徳寺健二ホールディングス,"1,868.0",202306010109
2,8,11,ベストリーガード,牡4,57,津村明秀,1:52.6,1.3/4,**,,,,,1-1-1-1,38.1,5.2,2,480(+2),,,,[東]牧光二,石瀬浩三,748.0,202306010109
3,3,3,トラモント,セ6,58,北村宏司,1:52.7,1,**,,,,,5-5-5-4,37.6,13.2,5,512(+6),,,,[東]新開幸一,シルクレーシング,464.0,202306010109
4,4,4,オンザライン,牡5,58,横山武史,1:52.8,1/2,**,,,,,3-3-3-2,37.9,8.4,3,458(+2),,,,[東]大和田成,久保田定,280.0,202306010109
5,8,12,ダノンブレット,牡5,58,バシュロ,1:53.4,3.1/2,**,,,,,8-8-8-10,37.9,9.3,4,516(+10),,,,[東]菊沢隆徳,ダノックス,184.0,202306010109
6,5,6,カフェスペランツァ,牡6,58,吉田豊,1:53.6,1.1/4,**,,,,,8-8-7-6,38.2,257.7,11,514(+2),,,,[東]中舘英二,西川恭子,,202306010109
7,6,8,ヴィジョンオブラヴ,牡8,58,丸田恭介,1:53.8,1.1/4,**,,,,,12-12-12-11,37.2,139.3,10,506(+10),,,,[東]新開幸一,大塚亮一,,202306010109
8,5,5,ペイシャクェーサー,牝5,56,丹内祐次,1:53.9,クビ,**,,,,,7-7-8-7,38.4,290.8,12,478(0),,,,[東]蛯名利弘,北所直人,,202306010109
9,2,2,タヒチアンダンス,牝4,55,Ｍ．デム,1:53.9,アタマ,**,,,,,10-10-8-9,38.4,14.5,6,472(0),,,,[東]加藤征弘,吉田照哉,,202306010109
10,6,7,スズカデレヤ,牡6,58,武豊,1:53.9,ハナ,**,,,,,11-11-11-11,37.6,43.6,7,528(+4),,,,[西]大橋勇樹,永井啓弍,,202306010109
11,7,10,フィストバンプ,牡7,58,田中勝春,1:54.6,4,**,,,,,5-5-5-7,39.4,122.5,9,494(+8),,,,[東]松永康利,小林竜太郎,,202306010109
12,1,1,タイセイスラッガー,牡5,58,松岡正海,1:54.6,アタマ,**,,,,,2-2-2-4,39.9,68.0,8,544(+4),,,,[東]高橋裕,田中成奉,,202306010109
1,8,13,クルゼイロドスル,牡3,56,Ｍ．デム,1:33.7,,**,,,,,1-1-1,35.6,3.5,2,474(+6),,,,[西]高橋義忠,ゴドルフィン,"2,031.5",202306010110
2,7,11,ニシノライコウ,牡3,56,永野猛蔵,1:34.4,4,**,,,,,2-2-2,36.2,13.1,4,484(0),,,,[東]古賀慎明,西山茂行,809.0,202306010110
3,2,2,フルメタルボディー,牡3,56,北村宏司,1:34.4,ハナ,**,,,,,3-4-3,36.0,13.9,5,500(-4),,,,[西]清水久詞,社台レースホース,504.5,202306010110
4,4,4,トーセントラム,牡3,56,田中勝春,1:34.7,1.1/2,**,,,,,12-12-8,35.1,111.4,13,434(+6),,,,[東]小桧山悟,島川隆哉,300.0,202306010110
5,1,1,フィンガークリック,牝3,54,津村明秀,1:34.8,3/4,**,,,,,7-10-5,35.8,27.9,8,504(+6),,,,[東]水野貴広,吉田照哉,200.0,202306010110
6,7,10,ノッキングポイント,牡3,56,横山武史,1:34.9,クビ,**,,,,,3-6-5,36.4,2.1,1,482(+8),,,,[東]木村哲也,サンデーレーシング,,202306010110
7,5,7,オメガリッチマン,牡3,56,横山和生,1:35.2,2,**,,,,,12-7-8,36.3,20.9,7,444(+10),,,,[西]安田翔伍,原禮子,,202306010110
8,5,6,マイネルフォルツァ,牡3,56,丹内祐次,1:35.3,アタマ,**,,,,,9-7-11,36.4,107.7,12,498(+4),,,,[東]金成貴史,サラブレッドクラブ・ラフィアン,,202306010110
9,4,5,ドンデンガエシ,牡3,56,大野拓弥,1:35.4,1/2,**,,,,,7-7-8,36.5,6.8,3,476(+2),,,,[東]尾関知人,岩切企画,,202306010110
10,6,8,グローリーカフェ,牝3,54,田辺裕信,1:35.6,1.1/4,**,,,,,10-13-13,35.4,81.1,11,446(+4),,,,[東]中舘英二,西川光一,,202306010110
11,3,3,アスクメークシェア,牡3,56,戸崎圭太,1:35.6,クビ,**,,,,,10-11-11,36.3,28.9,9,494(+14),,,,[西]藤原英昭,廣崎利洋,,202306010110
12,8,12,サトノヴィレ,牡3,56,武豊,1:35.7,3/4,**,,,,,3-3-3,37.4,19.9,6,498(+10),,,,[東]鹿戸雄一,里見治,,202306010110
13,6,9,ナイトオブバンド,牡3,57,バシュロ,1:35.8,クビ,**,,,,,3-4-5,37.4,71.2,10,506(+3),,,,[地]米谷康秀,程田真司,,202306010110
1,2,3,ラーグルフ,牡4,56,戸崎圭太,2:00.2,,**,**,**,**,**,7-7-5-5,35.4,4.5,1,500(+8),,,,[東]宗像義忠,村木隆,"4,362.3",202306010111
2,1,2,クリノプレミアム,牝6,55,Ｍ．デム,2:00.2,ハナ,**,**,**,**,**,4-5-5-5,35.4,13.7,7,484(0),,,,[東]伊藤伸一,栗本博晴,"1,717.8",202306010111
3,3,5,フェーングロッテン,牡4,56,松若風馬,2:00.2,アタマ,**,**,**,**,**,1-1-1-1,35.9,4.6,2,480(+8),,,,[西]宮本博,サンデーレーシング,"1,108.9",202306010111
