着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),race_id
14,6,11,グーガルラヴィ,セ4,56,嶋田純次,1:58.7,1/2,**,,,,,2-2-2-5,42.7,148.7,13,508(-2),,,,[東]手塚貴久,藤田在子,,202006010106
15,7,12,ファントムメナス,牡5,57,菅原隆一,1:58.7,クビ,**,,,,,9-9-11-15,41.9,344.8,15,542(+16),,,,[東]石栗龍彦,ノルマンディーサラブレッドレーシング,,202006010106
1,1,1,サトノセシル,牝4,54,大野拓弥,2:01.4,,**,,,,,3-2-4-3,34.9,5.4,2,452(+4),,,,[東]堀宣行,サトミホースカンパニー,760.0,202006010107
2,4,8,ペレ,牝4,54,マーフィ,2:01.7,2,**,,,,,8-7-7-7,35.0,2.2,1,450(+4),,,,[東]奥村武,ＮＩＣＫＳ,300.0,202006010107
3,8,16,ガロシェ,牝4,54,田辺裕信,2:01.8,クビ,**,,,,,8-10-10-9,35.0,9.0,5,450(+6),,,,[東]戸田博文,サンデーレーシング,190.0,202006010107
4,3,5,マイネルエキサイト,牡4,56,柴田大知,2:01.8,ハナ,**,,,,,5-5-4-3,35.3,168.7,15,486(+2),,,,[東]加藤士津,サラブレッドクラブ・ラフィアン,110.0,202006010107
5,7,14,シトラスクーラー,セ7,55,菅原明良,2:01.8,アタマ,**,,,,,11-15-12-11,34.8,45.8,11,462(+8),,,,[東]高木登,Ｇ１レーシング,76.0,202006010107
6,7,13,イルーシヴグレイス,牝5,55,Ｍ．デム,2:01.9,1/2,**,,,,,2-2-2-2,35.6,27.5,8,416(-2),,,,[東]堀宣行,キャロットファーム,,202006010107
7,6,12,マリノジュリア,牝4,54,杉原誠人,2:02.1,1.1/4,**,,,,,1-1-1-1,35.9,77.0,12,434(-4),,,,[東]斎藤誠,クラウン,,202006010107
8,8,15,カナロアガール,牝4,54,北村宏司,2:02.3,1.1/4,**,,,,,6-7-6-3,35.7,17.4,6,470(+8),,,,[東]田村康仁,広尾レース,,202006010107
9,3,6,メイオール,牝4,54,津村明秀,2:02.4,1/2,**,,,,,11-12-12-13,35.3,29.9,9,456(+4),,,,[東]岩戸孝樹,千明牧場,,202006010107
10,6,11,フィデリオグリーン,牡4,55,野中悠太,2:02.5,3/4,**,,,,,14-15-7-7,35.8,8.9,4,504(+12),,,,[東]根本康広,斎藤光政,,202006010107
11,5,9,ミチビキ,牝4,51,藤田菜七,2:02.7,1.1/4,**,,,,,10-10-12-13,35.7,78.2,13,500(+16),,,,[東]蛯名利弘,ブルースターズファーム,,202006010107
12,1,2,ヤップヤップヤップ,牡4,56,丸田恭介,2:03.1,2.1/2,**,,,,,11-9-11-11,36.2,22.9,7,464(+6),,,,[東]宗像義忠,薗部博之,,202006010107
13,4,7,ジュピターズライト,牡4,56,丸山元気,2:04.3,7,**,,,,,3-2-3-3,37.9,6.7,3,466(+14),,,,[東]金成貴史,シルクレーシング,,202006010107
14,2,4,オーサムバローズ,セ6,57,フォーリ,2:04.6,2,**,,,,,15-12-15-16,37.3,156.7,14,496(-12),,,,[東]堀井雅広,本田恒雄,,202006010107
中,2,3,ラッキーアドバンス,牡6,54,大塚海渡,,,**,,,,,6-5-7-9,,318.7,16,492(+14),,,,[東]勢司和浩,柳内正基,,202006010107
中,5,10,スズロザーナ,牝4,54,三浦皇成,,,**,,,,,15-12-15-13,,39.7,10,428(0),,,,[東]高橋裕,森達郎,,202006010107
1,2,3,ロンドンテソーロ,牡4,56,石橋脩,1:10.9,,**,,,,,1-1,37.7,5.1,1,506(+4),,,,[東]栗田徹,了徳寺健二ホールディングス,"1,100.0",202006010108
2,3,6,エアコンヴィーナ,牝5,52,藤田菜七,1:11.5,3.1/2,**,,,,,6-5,37.7,16.9,7,456(+4),,,,[東]大竹正博,ラッキーフィールド,440.0,202006010108
3,1,1,キタノオドリコ,牝4,54,ミナリク,1:11.7,1.1/4,**,,,,,9-7,37.7,28.5,11,492(+10),,,,[東]相沢郁,河内孝夫,280.0,202006010108
4,8,16,ルーチェソラーレ,牝5,55,大野拓弥,1:11.8,3/4,**,,,,,9-11,37.8,7.4,5,500(+8),,,,[東]小笠倫弘,岡田牧雄,170.0,202006010108
5,6,12,コウギョウブライト,牡5,57,Ｍ．デム,1:11.9,1/2,**,,,,,6-10,38.1,5.3,2,474(+20),,,,[東]伊藤大士,小林秀樹,110.0,202006010108
6,7,13,スマートマルシェ,牝4,54,マーフィ,1:11.9,クビ,**,,,,,3-3,38.5,6.5,4,482(0),,,,[東]加藤征弘,大川徹,,202006010108
7,7,14,レヴァンテ,牡5,57,横山典弘,1:12.0,クビ,**,,,,,14-14,37.4,24.5,10,490(+8),,,,[東]萩原清,寺田寿男,,202006010108
8,6,11,グラスレオ,牡5,55,菅原明良,1:12.1,3/4,**,,,,,12-11,37.7,23.9,9,506(+6),,,,[東]尾形和幸,半沢,,202006010108
9,3,5,オレノマニラ,牡5,57,柴田善臣,1:12.2,クビ,**,,,,,12-11,37.8,48.1,13,438(+6),,,,[東]土田稔,諸岡慶,,202006010108
10,1,2,パイロジェン,牡4,56,田辺裕信,1:12.2,アタマ,**,,,,,9-7,38.2,5.8,3,458(+6),,,,[東]伊藤圭三,ゴドルフィン,,202006010108
11,5,9,カフェライジング,牡8,57,横山和生,1:12.2,ハナ,**,,,,,2-2,38.9,9.2,6,516(+6),,,,[西]松永幹夫,西川恭子,,202006010108
12,5,10,リガス,牡6,57,津村明秀,1:12.4,1,**,,,,,6-5,38.7,31.0,12,520(-10),,,,[西]坂口智康,カナヤマホールディングス,,202006010108
13,4,7,タンタラスノオカ,牡7,57,フォーリ,1:12.6,1,**,,,,,15-14,37.9,79.4,14,520(+10),,,,[東]田中清隆,嶋田賢,,202006010108
14,4,8,アストロローグ,セ5,56,野中悠太,1:12.6,クビ,**,,,,,15-16,37.8,110.8,16,492(+6),,,,[東]武井亮,ヒダカ・ブリーダーズ・ユニオン,,202006010108
15,2,4,ザベストエバー,牡6,57,横山武史,1:12.9,2,**,,,,,3-3,39.5,91.0,15,466(+4),,,,[東]武井亮,古賀慎一,,202006010108
16,8,15,セイウンリリシイ,牝5,55,武藤雅,1:13.1,1,**,,,,,5-7,39.6,22.6,8,478(+12),,,,[東]水野貴広,西山茂行,,202006010108
1,6,12,ミッキーポジション,牡5,56,菊沢一樹,1:53.2,,**,,,,,2-2-2-2,37.7,8.4,5,504(+10),,,,[東]菊沢隆徳,野田みづき,"1,854.3",202006010109
2,6,11,エムオーグリッタ,牡6,55,津村明秀,1:53.3,3/4,**,,,,,1-1-1-1,37.9,7.9,4,502(+8),,,,[東]古賀慎明,大浅貢,739.8,202006010109
3,4,7,メイショウササユリ,牝6,53,横山典弘,1:53.8,3,**,,,,,4-5-4-3,38.0,7.0,3,516(+6),,,,[西]松永幹夫,松本好雄,464.9,202006010109
4,2,4,エンダウメント,牡4,54,田中勝春,1:53.8,クビ,**,,,,,14-13-13-9,37.2,12.9,8,498(0),,,,[西]角田晃一,ゴドルフィン,270.0,202006010109
5,2,3,ウインユニファイド,牡8,55,ミナリク,1:53.9,1/2,**,,,,,6-6-7-7,37.9,28.6,11,524(+2),,,,[西]飯田雄三,ウイン,182.0,202006010109
6,1,2,マイネルアンファン,牡5,53,丹内祐次,1:54.0,クビ,**,,,,,12-12-6-6,38.1,15.9,9,528(+6),,,,[東]和田正一,サラブレッドクラブ・ラフィアン,,202006010109
7,5,10,ブライトンロック,牡6,56,田辺裕信,1:54.1,3/4,**,,,,,7-6-4-3,38.4,5.2,1,478(+8),,,,[東]田中清隆,坂巻勝彦,,202006010109
8,4,8,アッシェンプッテル,牝4,53,松岡正海,1:54.2,3/4,**,,,,,8-8-9-9,38.0,5.6,2,496(-4),,,,[西]奥村豊,フジワラ・ファーム,,202006010109
9,7,13,メガオパールカフェ,牡9,52,内田博幸,1:54.3,1/2,**,,,,,4-3-3-3,38.7,240.1,16,542(0),,,,[東]和田勇介,西川光一,,202006010109
10,7,14,スマートセラヴィー,牡4,54,石橋脩,1:54.3,ハナ,**,,,,,15-15-15-14,37.2,35.9,12,510(-2),,,,[西]矢作芳人,大川徹,,202006010109
11,3,6,シベリウス,牡7,54,柴田善臣,1:54.3,ハナ,**,,,,,10-10-11-9,38.0,46.7,13,474(0),,,,[東]藤原辰雄,浅田次郎,,202006010109
12,1,1,フクサンローズ,牝6,52,野中悠太,1:54.6,1.3/4,**,,,,,8-8-11-9,38.2,18.0,10,454(+2),,,,[東]小西一男,小沼博,,202006010109
13,8,16,アポロユッキー,牝6,50,藤田菜七,1:54.7,1/2,**,,,,,13-14-14-14,37.8,103.6,14,534(+4),,,,[東]鈴木伸尋,アポロサラブレッドクラブ,,202006010109
14,8,15,ラスティユース,牡5,53,北村宏司,1:54.9,3/4,**,,,,,10-10-9-8,38.7,228.4,15,502(+6),,,,[東]松永康利,小林竜太郎,,202006010109
15,5,9,リフトトゥヘヴン,牡6,54,Ｍ．デム,1:55.1,1.1/4,**,,,,,15-15-15-16,38.0,9.0,6,490(+2),,,,[東]加藤征弘,丸山担,,202006010109
16,3,5,ロジペルレスト,牡5,54,丸山元気,1:56.8,大,**,,,,,3-3-7-9,40.8,11.4,7,520(+2),,,,[東]大竹正博,久米田正明,,202006010109
1,8,15,エンゲルヘン,牝6,55,横山武史,1:08.0,,**,,,,,1-1,34.7,4.3,2,476(0),,,,[西]五十嵐忠,サラブレッドクラブ・ラフィアン,"1,853.6",202006010110
2,8,16,ジョーアラビカ,牡6,57,横山典弘,1:08.0,クビ,**,,,,,6-6,34.2,4.0,1,492(-6),,,,[西]清水久詞,上田けい子,739.6,202006010110
3,5,9,インスピレーション,牡5,57,田中勝春,1:08.0,ハナ,**,,,,,10-10,33.9,10.7,6,492(+4),,,,[西]昆貢,寺田千代乃,464.8,202006010110
4,4,8,ビリーバー,牝5,55,杉原誠人,1:08.2,1.1/4,**,,,,,15-14,33.5,19.9,9,470(+6),,,,[東]石毛善彦,ミルファーム,270.0,202006010110
5,2,4,ダイトウキョウ,牡8,57,田辺裕信,1:08.3,クビ,**,,,,,12-12,33.9,27.7,11,466(+4),,,,[東]戸田博文,市川義美,182.0,202006010110
6,6,11,バーミーブリーズ,牝6,55,西田雄一,1:08.3,ハナ,**,,,,,10-10,34.2,57.1,13,470(+6),,,,[東]青木孝文,吉田照哉,,202006010110
7,3,5,タケショウベスト,牝6,55,武藤雅,1:08.4,3/4,**,,,,,12-13,34.0,19.5,8,478(+6),,,,[東]田中清隆,ナイト商事,,202006010110
8,1,1,スワーヴアーサー,牡7,57,マーフィ,1:08.6,1.1/4,**,,,,,9-9,34.6,6.2,3,498(+6),,,,[西]庄野靖志,ＮＩＣＫＳ,,202006010110
9,6,12,アリンナ,牝6,55,フォーリ,1:08.8,1.1/4,**,,,,,4-4,35.2,56.2,12,438(+2),,,,[東]上原博之,ノルマンディーサラブレッドレーシング,,202006010110
10,2,3,プレディクト,牡5,57,丹内祐次,1:09.0,1.1/4,**,,,,,2-2,35.6,307.7,15,496(+4),,,,[東]伊藤伸一,西田順彦,,202006010110
11,5,10,スリーケープマンボ,セ5,57,松田大作,1:09.4,2.1/2,**,,,,,6-6,35.6,8.9,4,484(-8),,,,[西]武英智,永井商事,,202006010110
12,7,13,クラウンルシフェル,牡9,57,木幡巧也,1:09.6,1.1/4,**,,,,,16-15,34.7,312.1,16,498(+12),,,,[東]天間昭一,クラウン,,202006010110
13,4,7,レコードチェイサー,牝4,54,菅原明良,1:09.7,1/2,**,,,,,2-2,36.3,21.7,10,450(+4),,,,[東]伊藤圭三,グランド牧場,,202006010110
14,1,2,エムティアン,牝4,54,津村明秀,1:09.7,アタマ,**,,,,,6-4,36.0,12.6,7,442(-2),,,,[西]鮫島一歩,門別牧場,,202006010110
15,7,14,コロラトゥーレ,牝6,55,藤岡康太,1:09.9,3/4,**,,,,,4-6,36.4,105.4,14,476(-4),,,,[西]梅田智之,廣崎利洋ＨＤ,,202006010110
16,3,6,ブリッツアウェイ,牝4,54,石橋脩,1:10.2,1.3/4,**,,,,,12-15,35.8,10.3,5,448(-2),,,,[西]音無秀孝,吉田照哉,,202006010110
1,4,7,トリオンフ,セ6,58,Ｍ．デム,1:59.5,,**,,,,,2-2-2-2,35.6,4.3,2,554(+4),,,,[西]須貝尚介,桑田牧場,"4,161.6",202006010111
2,4,8,ウインイクシード,牡6,55,松岡正海,1:59.5,アタマ,**,,,,,5-5-5-4,35.3,10.9,6,498(+2),,,,[東]鈴木伸尋,ウイン,"1,617.6",202006010111
3,1,1,テリトーリアル,牡6,56,藤岡康太,1:59.6,3/4,**,,,,,6-5-8-6,35.2,39.7,11,480(-4),,,,[西]西浦勝一,ゴドルフィン,"1,008.8",202006010111
4,2,4,ノーブルマーズ,牡7,56,ミナリク,1:59.7,クビ,**,,,,,2-2-3-3,35.7,34.0,10,496(-4),,,,[西]宮本博,吉木伸彦,620.0,202006010111
5,3,6,マイネルハニー,牡7,56,横山武史,1:59.7,クビ,**,,,,,9-9-8-6,35.3,209.3,15,482(0),,,,[東]栗田徹,サラブレッドクラブ・ラフィアン,410.0,202006010111
6,8,16,マイネルサーパス,牡4,55,丹内祐次,1:59.8,3/4,**,,,,,10-9-11-12,35.2,26.9,8,482(+6),,,,[東]高木登,サラブレッドクラブ・ラフィアン,,202006010111
7,2,3,クレッシェンドラヴ,牡6,57,内田博幸,1:59.9,クビ,**,,,,,16-16-14-15,34.9,3.1,1,494(-2),,,,[東]林徹,広尾レース,,202006010111
8,8,17,ザダル,牡4,55,マーフィ,2:00.0,1/2,**,,,,,10-9-8-10,35.6,5.7,3,488(+8),,,,[東]大竹正博,キャロットファーム,,202006010111
9,6,11,アンノートル,牡6,54,柴田大知,2:00.0,アタマ,**,,,,,14-14-14-14,35.1,173.8,14,512(-2),,,,[東]田中博康,ビッグレッドファーム,,202006010111
10,5,9,ギベオン,牡5,57.5,フォーリ,2:00.0,クビ,**,,,,,6-5-5-6,35.7,8.0,4,502(-6),,,,[西]藤原英昭,社台レースホース,,202006010111
11,8,15,カデナ,牡6,57,鮫島克駿,2:00.1,クビ,**,,,,,17-17-16-15,34.8,20.1,7,474(+2),,,,[西]中竹和也,前田幸治,,202006010111
12,5,10,シャイニープリンス,牡10,55,勝浦正樹,2:00.2,3/4,**,,,,,12-12-12-12,35.5,356.0,17,510(0),,,,[東]深山雅史,小林昌志,,202006010111
13,7,14,メイショウエイコウ,牡6,53,大野拓弥,2:00.4,1,**,,,,,15-15-16-17,35.1,326.7,16,448(-6),,,,[西]荒川義之,松本好雄,,202006010111
14,3,5,レッドローゼス,牡6,56,田辺裕信,2:00.4,クビ,**,,,,,12-12-12-10,35.7,10.3,5,486(+4),,,,[東]国枝栄,東京ホースレーシング,,202006010111
15,6,12,タニノフランケル,牡5,55,石橋脩,2:00.7,1.3/4,**,,,,,4-4-3-4,36.7,58.8,12,520(0),,,,[西]角居勝彦,谷水雄三,,202006010111
16,1,2,ブラックスピネル,牡7,57,津村明秀,2:00.9,3/4,**,,,,,1-1-1-1,37.2,28.2,9,526(+6),,,,[西]音無秀孝,サンデーレーシング,,202006010111
17,7,13,イレイション,牡8,55,北村宏司,2:01.0,1/2,**,,,,,6-5-5-6,36.8,128.0,13,502(+2),,,,[東]池上昌和,ゴドルフィン,,202006010111
1,4,7,タイセイソニック,牡5,57,石橋脩,1:08.8,,**,,,,,3-2,34.6,37.3,11,470(+10),,,,[西]西村真幸,田中成奉,"1,100.0",202006010112
2,3,6,ハイヤーアプシス,牝6,55,田辺裕信,1:08.8,クビ,**,,,,,11-11,33.9,12.9,5,438(-2),,,,[東]鹿戸雄一,吉田晴哉,440.0,202006010112
3,4,8,ヴェルスパー,牝5,55,Ｍ．デム,1:08.8,アタマ,**,,,,,6-4,34.3,11.3,4,452(+2),,,,[東]加藤征弘,サンデーレーシング,280.0,202006010112
4,3,5,シセイヒテン,牡5,57,丸山元気,1:08.9,クビ,**,,,,,8-8,34.3,14.6,6,444(-2),,,,[東]宗像義忠,猪苗代勇,170.0,202006010112
5,5,10,フォレブルート,牝4,54,マーフィ,1:08.9,クビ,**,,,,,3-4,34.7,2.6,1,444(+12),,,,[西]安田隆行,林正道,110.0,202006010112
6,8,16,ビヨンジオール,牡8,57,大野拓弥,1:09.1,1.1/2,**,,,,,13-13,33.9,99.9,14,524(+12),,,,[東]的場均,林正道,,202006010112
7,1,2,ムスコローソ,牡5,57,武藤雅,1:09.2,1/2,**,,,,,10-10,34.5,27.9,8,518(+10),,,,[東]手塚貴久,落合幸弘,,202006010112
8,5,9,ザイツィンガー,牡4,56,北村宏司,1:09.3,クビ,**,,,,,11-11,34.4,63.5,13,426(+4),,,,[西]牧田和弥,永田和彦,,202006010112
9,6,12,ショウナンマッシブ,牡6,57,吉田豊,1:09.4,3/4,**,,,,,8-8,34.8,35.4,10,478(+2),,,,[東]田中剛,国本哲秀,,202006010112
10,7,13,ロードアクア,牡4,56,鮫島克駿,1:09.4,アタマ,**,,,,,5-6,35.1,4.9,3,464(+8),,,,[西]浅見秀一,ロードホースクラブ,,202006010112
11,7,14,カステヘルミ,牝4,54,津村明秀,1:09.4,ハナ,**,,,,,2-2,35.3,18.6,7,428(+8),,,,[東]岩戸孝樹,田頭勇貴,,202006010112
12,2,4,ワールドフォーラブ,牝6,55,フォーリ,1:09.4,ハナ,**,,,,,6-6,34.9,4.9,2,450(-6),,,,[西]音無秀孝,吉澤克己,,202006010112
13,1,1,ピースユニヴァース,牡5,57,内田博幸,1:09.5,クビ,**,,,,,13-13,34.3,54.7,12,498(+14),,,,[東]尾形和幸,久米田正平,,202006010112
14,6,11,アズマヘリテージ,牝4,54,藤岡康太,1:09.7,1.1/4,**,,,,,15-15,34.0,111.6,15,476(+20),,,,[西]河内洋,東哲次,,202006010112
15,2,3,イノバティブ,セ6,57,木幡巧也,1:10.0,2,**,,,,,16-16,33.6,120.0,16,450(+14),,,,[東]相沢郁,畑佐博,,202006010112
16,8,15,オトナノジジョウ,牝4,51,藤田菜七,1:10.6,3.1/2,**,,,,,1-1,36.6,34.0,9,452(+12),,,,[西]森秀行,内田玄祥,,202006010112
1,2,3,メモワールミノル,牡3,54,菅原明良,1:12.2,,**,,,,,8-5,37.8,8.3,5,466(+2),,,,[東]中舘英二,吉岡實,510.0,202006010201
2,3,6,ドラゴンズバック,牡3,53,藤田菜七,1:12.4,1,**,,,,,1-1,38.6,21.8,9,460(+6),,,,[東]伊藤伸一,田頭勇貴,200.0,202006010201
3,3,5,サツキマス,牝3,54,マーフィ,1:12.5,3/4,**,,,,,4-3,38.4,3.6,1,458(-4),,,,[東]田島俊明,越村哲男,130.0,202006010201
4,6,12,グレートコート,牡3,53,小林凌大,1:12.7,1.1/2,**,,,,,6-5,38.5,4.4,2,466(-4),,,,[東]大江原哲,伊東純一,77.0,202006010201
5,6,11,ダウラギリ,牡3,56,石橋脩,1:12.8,1/2,**,,,,,2-2,38.9,6.2,3,498(+16),,,,[東]和田正一,スピードファーム,51.0,202006010201
6,4,8,ダイシンウィット,牡3,56,津村明秀,1:12.9,クビ,**,,,,,3-3,38.9,7.4,4,500(+8),,,,[東]小笠倫弘,大八木信行,,202006010201
7,5,10,ヨシオドライヴ,牡3,56,江田照男,1:13.0,1/2,**,,,,,13-11,37.9,83.1,11,496(+4),,,,[東]清水英克,井村誉志雄,,202006010201
8,7,14,イデアイホマジョル,牡3,56,黛弘人,1:13.3,1.3/4,**,,,,,10-9,38.6,23.8,10,446(+12),,,,[東]和田雄二,益田修一,,202006010201
9,2,4,ハルノマリーナ,牝3,51,山田敬士,1:13.6,1.3/4,**,,,,,4-5,39.5,322.1,15,468(+6),,,,[東]小桧山悟,丸山竜一,,202006010201
10,8,16,ロブソンテソーロ,牡3,56,丸山元気,1:13.7,3/4,**,,,,,6-8,39.4,17.0,7,476(+8),,,,[東]畠山吉宏,了徳寺健二ホールディングス,,202006010201
11,7,13,ディーカラーズ,牡3,54,木幡育也,1:13.9,1.1/4,**,,,,,10-11,39.2,20.6,8,486(+2),,,,[東]高橋祥泰,鈴木芳夫,,202006010201
12,5,9,ショウリオウ,牡3,56,杉原誠人,1:14.3,2.1/2,**,,,,,13-13,39.3,491.8,16,456(+16),,,,[東]武市康男,ミルファーム,,202006010201
13,1,1,ハクサンフルリール,牡3,56,武藤雅,1:14.3,アタマ,**,,,,,15-14,38.9,284.0,13,440(-2),,,,[東]武藤善則,河崎五市,,202006010201
14,1,2,ヤマタケピースフル,牡3,56,横山和生,1:14.4,1/2,**,,,,,16-16,38.1,308.0,14,466(+6),,,,[東]萱野浩二,山中和子,,202006010201
15,4,7,ノンリミット,牝3,54,勝浦正樹,1:14.6,1.1/2,**,,,,,8-9,40.2,152.8,12,468(+4),,,,[東]高橋義博,高橋信博,,202006010201
16,8,15,ゲームアルアル,牡3,56,田中勝春,1:16.6,大,**,,,,,10-14,41.9,9.4,6,476(+8),,,,[東]宗像義忠,薗部博之,,202006010201
1,7,13,フラッフィクラウド,牡3,56,Ｍ．デム,1:57.4,,**,,,,,3-3-3-3,39.1,2.3,1,466(+6),,,,[東]萩原清,Ｇ１レーシング,510.0,202006010202
2,1,1,オーシャンバローズ,牡3,56,丸田恭介,1:57.6,1.1/2,**,,,,,11-10-12-8,38.4,22.1,6,470(0),,,,[東]奥村武,猪熊広次,200.0,202006010202
3,8,15,ラティノス,牡3,56,田辺裕信,1:57.8,1.1/4,**,,,,,7-8-6-4,39.2,19.4,5,500(0),,,,[東]小西一男,小泉修,130.0,202006010202
4,3,6,ネオストーリー,牡3,56,丸山元気,1:57.9,1/2,**,,,,,14-13-13-11,38.2,25.1,7,450(-2),,,,[東]林徹,藤澤眞佐子,77.0,202006010202
5,6,11,コスモスーベニア,牡3,56,丹内祐次,1:57.9,アタマ,**,,,,,1-2-2-1,39.8,4.8,2,530(+2),,,,[東]岩戸孝樹,ビッグレッドファーム,51.0,202006010202
6,4,7,クリノテルチャン,牝3,54,横山和生,1:57.9,アタマ,**,,,,,6-6-6-6,39.3,59.7,9,482(0),,,,[東]高市圭二,栗本博晴,,202006010202
7,7,14,グシチャンノカゼ,牡3,56,北村友一,1:58.1,1.1/4,**,,,,,5-3-5-4,39.7,4.8,3,484(+4),,,,[東]田中博康,眞保榮稔,,202006010202
8,3,5,ソルメンシス,牡3,56,江田照男,1:58.5,2.1/2,**,,,,,9-9-9-8,39.5,36.1,8,488(-4),,,,[東]菊川正達,ディアレストクラブ,,202006010202
9,4,8,キズナビーム,牡3,56,横山武史,1:58.6,1/2,**,,,,,2-1-1-2,40.6,119.6,13,530(-4),,,,[東]鈴木伸尋,北原光一郎,,202006010202
10,8,16,シエスタキー,牡3,56,ミナリク,1:59.0,2.1/2,**,,,,,3-5-6-8,40.4,60.6,10,488(+26),,,,[東]高柳瑞樹,ＶｉｒｉｄｉａｎＫｅｉｂａＣｌｕｂ,,202006010202
11,1,2,カフェメモワール,牝3,52,菅原明良,1:59.2,3/4,**,,,,,9-10-11-12,40.1,290.7,16,454(+6),,,,[東]和田雄二,西川恭子,,202006010202
12,2,4,フェアリーシップ,牝3,54,内田博幸,1:59.4,1.1/4,**,,,,,12-12-3-6,41.1,80.2,11,452(-10),,,,[東]石栗龍彦,小林英一ホールディングス,,202006010202
13,5,9,ラシカルガイブ,牝3,54,宮崎北斗,2:00.0,3.1/2,**,,,,,7-7-9-12,41.0,240.5,15,430(-8),,,,[東]伊藤大士,ビッグレッドファーム,,202006010202
14,6,12,サンビュート,牡3,56,松岡正海,2:01.6,10,**,,,,,14-15-15-14,41.5,5.7,4,500(+2),,,,[東]中舘英二,加藤ステーブル,,202006010202
15,5,10,レーヌセレスティン,牝3,54,武藤雅,2:02.0,2.1/2,**,,,,,12-14-14-15,42.1,98.9,12,494(+14),,,,[東]武藤善則,佐々木雄二,,202006010202
16,2,3,キーテーマ,牡3,56,吉田豊,2:43.5,大,**,,,,,16-16-16-16,82.9,195.1,14,440(-2),,,,[東]土田稔,北前孔一郎,,202006010202
1,5,9,アメリカンフェイス,牡3,56,マーフィ,1:55.8,,**,,,,,3-3-2-1,39.6,2.0,1,474(+4),,,,[東]戸田博文,吉澤克己,510.0,202006010203
2,7,13,ルナエクリプス,牡3,56,石橋脩,1:55.9,3/4,**,,,,,8-7-2-2,39.6,4.1,2,516(0),,,,[東]田村康仁,吉田晴哉,200.0,202006010203
3,4,8,キンブレル,牡3,54,菅原明良,1:57.0,7,**,,,,,7-7-7-6,40.3,10.2,4,466(+16),,,,[東]矢野英一,Ｇリビエール・レーシング,130.0,202006010203
4,2,4,サトノレガリア,牡3,56,ミナリク,1:57.1,1/2,**,,,,,3-3-6-4,40.7,4.8,3,502(+8),,,,[東]萩原清,サトミホースカンパニー,77.0,202006010203
5,8,15,セイカタチバナ,牡3,56,丸田恭介,1:57.9,5,**,,,,,11-11-8-7,41.1,224.7,13,486(+18),,,,[東]南田美知,久米大,51.0,202006010203
6,6,11,マイネルサブマリン,牡3,56,柴田大知,1:57.9,クビ,**,,,,,10-10-8-8,41.0,14.2,5,472(0),,,,[東]畠山吉宏,サラブレッドクラブ・ラフィアン,,202006010203
7,7,14,ビオロンスコッツ,牡3,53,山田敬士,1:58.6,4,**,,,,,12-12-10-10,41.5,63.0,8,466(+8),,,,[東]高橋裕,熊澤浩樹,,202006010203
8,4,7,エコロウィング,牡3,53,藤田菜七,1:58.6,クビ,**,,,,,12-12-12-12,41.3,63.8,9,450(+6),,,,[東]深山雅史,原村正紀,,202006010203
9,6,12,セイショウパイロ,牡3,56,吉田豊,1:58.8,1,**,,,,,8-9-12-11,41.4,93.3,10,460(-2),,,,[東]本間忍,岩崎暉男,,202006010203
10,8,16,ドリームロマン,牝3,54,丸山元気,1:58.8,アタマ,**,,,,,14-14-14-12,41.0,100.7,11,476(-4),,,,[東]根本康広,平賀久枝,,202006010203
11,2,3,フームスムート,牡3,56,武藤雅,1:59.3,3,**,,,,,2-2-1-2,43.2,19.7,6,502(+2),,,,[東]水野貴広,ディアレストクラブ,,202006010203
12,3,5,カナライズ,牡3,56,大野拓弥,1:59.8,3,**,,,,,3-6-2-5,43.5,30.4,7,464(+10),,,,[東]中舘英二,水上行雄,,202006010203
13,3,6,カゼニノッテ,牝3,54,大庭和弥,2:00.8,6,**,,,,,15-15-15-14,42.7,600.4,16,438(-8),,,,[東]松永康利,田頭勇貴,,202006010203
14,5,10,フジマサヒーロー,牡3,56,田中勝春,2:01.2,2.1/2,**,,,,,16-16-15-16,43.0,284.8,14,488(+10),,,,[東]菊川正達,藤原正一,,202006010203
15,1,1,ラズベリードリーム,牝3,54,石川裕紀,2:01.7,3,**,,,,,1-1-2-8,45.4,134.8,12,502(+4),,,,[東]林徹,ヒダカ・ブリーダーズ・ユニオン,,202006010203
16,1,2,フジコサン,牝3,54,北村宏司,2:02.2,3,**,,,,,3-3-10-14,45.1,329.7,15,486(-6),,,,[東]加藤士津,藤本栄史,,202006010203
1,6,12,トウカイエトワール,牡3,56,マーフィ,1:14.1,,**,,,,,3-2,38.4,2.8,2,496(0),,,,[西]安田隆行,内村正則,600.0,202006010204
2,6,11,ストームファルコン,牡3,56,武藤雅,1:14.4,2,**,,,,,5-5,38.5,19.1,5,470(0),,,,[東]水野貴広,Ｋ．Ｃ．タン,240.0,202006010204
3,2,3,アルジョンブラン,牡3,56,丸山元気,1:14.5,1/2,**,,,,,13-11,37.2,1.8,1,482(0),,,,[東]鹿戸雄一,吉田和美,150.0,202006010204
